msoa_code,msoa_name,borough_code,borough_name,area_km2,population,transport_nodes,income_bhc,core_bakery_count,core_and_cafe_count,bakery_count,income_expected_core_bakery_count,income_expected_core_and_cafe_count,income_expected_bakery_count,core_raw_shortfall,core_standardised_shortfall,core_underprovision_percentile,core_underprovision_rank,core_top_decile,core_cafe_raw_shortfall,core_cafe_standardised_shortfall,core_cafe_underprovision_percentile,core_cafe_underprovision_rank,core_cafe_top_decile,all_raw_shortfall,all_standardised_shortfall,all_underprovision_percentile,all_underprovision_rank,all_top_decile
E02000001,City of London 001,E09000001,City of London,3.1504203391814567,15111,235,67770,13,114,129,9.28338777687344,49.2447901674878,65.95594635297972,-3.7166122231265604,-0.3672810986736379,25.449101796407188,748,False,-64.75520983251221,-1.2492845053469375,10.67864271457086,896,False,-63.04405364702028,-1.1618417024211398,10.778443113772456,895,False
E02000002,Barking and Dagenham 001,E09000002,Barking and Dagenham,2.161560664389551,8820,20,37611,0,0,0,0.6718242302058117,1.5270795421325305,3.343557011526197,0.6718242302058117,0.6239101959274717,65.06986027944112,351,False,1.5270795421325305,0.7575643990850026,78.64271457085829,215,False,3.343557011526197,1.020216075346636,93.51297405189621,66,True
E02000003,Barking and Dagenham 002,E09000002,Barking and Dagenham,2.141515250042252,12655,21,40831,1,1,7,0.7779726222472494,2.073517707412744,5.014400600031334,-0.2220273777527506,-0.1855443808022244,32.035928143712574,682,False,1.0735177074127442,0.41320757232312894,54.79041916167665,454,False,-1.9855993999686659,-0.4267216161583535,23.253493013972058,770,False
E02000004,Barking and Dagenham 003,E09000002,Barking and Dagenham,2.4929460965825583,7056,13,40965,0,1,4,0.5054012097821199,1.189378086921485,2.4535607808030924,0.5054012097821199,0.5717467320575548,54.29141716566866,459,False,0.18937808692148494,0.11466031734495416,41.21756487025948,590,False,-1.5464392191969076,-0.6095318762393978,19.660678642714572,806,False
E02000005,Barking and Dagenham 004,E09000002,Barking and Dagenham,1.1879541635824629,11630,11,38481,0,1,4,0.4489670313634073,1.1036298264077755,2.8734914996813696,0.4489670313634073,0.5498323353504242,51.29740518962076,489,False,0.10362982640777552,0.06650135872782881,37.924151696606785,623,False,-1.1265085003186304,-0.39014947423417495,24.75049900199601,755,False
E02000007,Barking and Dagenham 006,E09000002,Barking and Dagenham,1.7360028993623478,10717,21,37572,0,0,4,0.7132260396406656,1.6899781964314782,3.961256994307742,0.7132260396406656,0.6346748644107093,67.86427145708582,323,False,1.6899781964314782,0.7716703817744194,81.437125748503,187,False,-0.03874300569225797,-0.010229577721023727,37.3253493013972,629,False
E02000008,Barking and Dagenham 007,E09000002,Barking and Dagenham,1.4199893743899326,13936,22,38025,0,1,1,0.7754413806707933,1.9947245684297263,5.236354505401647,0.7754413806707933,0.6495623146473535,72.2554890219561,279,False,0.9947245684297263,0.3956102584520029,53.89221556886228,463,False,4.236354505401647,0.8761479708947916,84.63073852295409,155,False
E02000009,Barking and Dagenham 008,E09000002,Barking and Dagenham,0.961521314611936,13211,14,39682,0,0,3,0.5613653535780804,1.4714114869067452,3.889549835472356,0.5613653535780804,0.5911225253146335,57.48502994011976,427,False,1.4714114869067452,0.7522354984826763,77.7445109780439,224,False,0.8895498354723559,0.2385973472476373,48.10379241516966,521,False
E02000010,Barking and Dagenham 009,E09000002,Barking and Dagenham,1.1214606870735924,9760,9,39768,0,0,1,0.3882621413713347,0.9417429625373852,2.295983931330601,0.3882621413713347,0.5229909521214466,48.50299401197605,517,False,0.9417429625373852,0.6820786715538238,70.95808383233533,292,False,1.2959839313306012,0.5388693659518724,63.87225548902195,363,False
E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,1.594080804337089,7318,18,40339,0,0,2,0.6415951266824316,1.5003652704612116,3.0261639550509045,0.6415951266824316,0.615564507092601,62.774451097804395,374,False,1.5003652704612116,0.7550424260075502,78.1437125748503,220,False,1.0261639550509045,0.3404394895970643,52.49500998003992,477,False
E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,1.3003084675599996,12288,16,41810,1,2,3,0.6405146680529501,1.7284847290660634,4.210257845491769,-0.3594853319470499,-0.34531022786131843,26.147704590818364,741,False,-0.27151527093393657,-0.12169473935352425,30.33932135728543,699,False,1.2102578454917694,0.3031394631116603,50.79840319361277,494,False
E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,1.3045244120920727,9670,17,38620,0,1,3,0.6108760776627078,1.4464631670147206,3.29703750751594,0.6108760776627078,0.6066223974607619,60.578842315369265,396,False,0.44646316701472055,0.23141766504194955,45.309381237524946,549,False,0.29703750751593994,0.09171236455306216,42.01596806387226,582,False
E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,1.1930210354052575,10157,23,37626,1,2,7,0.7610322596534735,1.7842885436774647,4.041272857891156,-0.23896774034652646,-0.20292305706674715,31.137724550898206,691,False,-0.2157114563225353,-0.09417210441054896,31.037924151696604,692,False,-2.9587271421088444,-0.7678471061227089,16.86626746506986,834,False
E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,1.3616381734255136,8759,19,38958,1,1,3,0.6624641351166426,1.5503195057629793,3.346927589399314,-0.3375358648833574,-0.3165987278696715,27.345309381237527,729,False,0.5503195057629793,0.26967460299794255,47.1057884231537,531,False,0.3469275893993138,0.10576762928031253,42.81437125748503,574,False
E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,0.9128384651060916,11306,27,42850,0,2,9,0.9681733272606348,2.627327164253818,5.677201453724472,0.9681733272606348,0.6878842615974268,84.3313373253493,158,False,0.6273271642538178,0.1970534329039739,43.812375249500995,564,False,-3.3227985462755276,-0.6394311563911818,19.560878243512974,807,False
E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,0.8765690824340264,9418,9,41226,1,1,3,0.3978205586054024,0.990132800763832,2.335263159663963,-0.6021794413945976,-0.7984355005299315,16.46706586826347,838,False,-0.009867199236167967,-0.006880847027883399,34.231536926147704,660,False,-0.6647368403360372,-0.27265994195269877,28.343313373253494,719,False
E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,1.3577090796853208,10011,20,37858,0,0,0,0.6848165325298109,1.607384357495499,3.6742113975400494,0.6848165325298109,0.6273679265569962,66.1676646706587,340,False,1.607384357495499,0.7647780947444097,80.33932135728543,198,False,3.6742113975400494,1.034814035405794,94.61077844311377,55,True
E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,3.2992477915331127,10746,26,40900,0,0,5,0.8988742985540324,2.3033452377982546,5.025113165527544,0.8988742985540324,0.6752797743899366,80.83832335329342,193,False,2.3033452377982546,0.8106382789081894,88.72255489021956,114,False,0.025113165527543835,0.005386850020146611,38.22355289421158,620,False
