FHRSID,BusinessName,BusinessType,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,BusinessNameClean
56458,Holibrook House Childrens Home,Caring Premises,IG11 8RB,Barking and Dagenham,0.081816,51.543048,holibrook house childrens home
66309,BP Service Station,Retailers - other,RM10 7UU,Barking and Dagenham,0.161954,51.550546,bp service station
91426,Playdays Nursery and PreSchool,Caring Premises,RM8 1DD,Barking and Dagenham,0.134142,51.561604,playdays nursery and preschool
91591,Co-op Welcome,Retailers - supermarkets/hypermarkets,RM9 4TP,Barking and Dagenham,0.127901,51.539792,co op welcome
95942,K.F.C.,Takeaway/sandwich shop,IG11 8EB,Barking and Dagenham,0.080525,51.539087,k f c
102493,Thames View Infants School,School/college/university,IG11 0LG,Barking and Dagenham,0.103863,51.527951,thames view infants school
102647,Eastbury Day Nursery,Caring Premises,IG11 9SQ,Barking and Dagenham,0.095215,51.533961,eastbury day nursery
102698,Roding Primary School,School/college/university,RM8 2XS,Barking and Dagenham,0.126893,51.549398,roding primary school
102930,Monteagle Junior School,School/college/university,RM9 4RB,Barking and Dagenham,0.114423,51.534929,monteagle junior school
103499,Eastbury Primary School,School/college/university,IG11 9QQ,Barking and Dagenham,0.101093,51.536346,eastbury primary school
103768,Iceland,Retailers - supermarkets/hypermarkets,IG11 8EP,Barking and Dagenham,0.078339,51.53668,iceland
103952,Greggs,Takeaway/sandwich shop,IG11 8EJ,Barking and Dagenham,0.078877,51.537722,greggs
105018,Angies Cafe and Kebab Ltd,Takeaway/sandwich shop,RM9 4TP,Barking and Dagenham,0.127901,51.539793,angies cafe and kebab ltd
105618,St Josephs Roman Catholic Primary School,School/college/university,IG11 7AR,Barking and Dagenham,0.076999,51.534491,st josephs roman catholic primary school
105764,Royal Fish Bar,Takeaway/sandwich shop,RM9 6BU,Barking and Dagenham,0.129311,51.539093,royal fish bar
107330,Pizza Go Go,Takeaway/sandwich shop,RM10 9RR,Barking and Dagenham,0.156728,51.540076,pizza go go
107546,Lezet Kebab House,Takeaway/sandwich shop,RM8 1YX,Barking and Dagenham,0.119985,51.562769,lezet kebab house
107548,Tesco,Retailers - supermarkets/hypermarkets,IG11 7BS,Barking and Dagenham,0.070767,51.536319,tesco
107725,Skinner Stores T/A Londis,Retailers - other,RM8 2TR,Barking and Dagenham,0.121329,51.556926,skinner stores t a londis
107822,Oak Tree Cafe,Restaurant/Cafe/Canteen,RM8 2DA,Barking and Dagenham,0.115118,51.551787,oak tree cafe
108199,Pizza Go Go,Takeaway/sandwich shop,IG11 8TG,Barking and Dagenham,0.083845,51.541366,pizza go go
108573,Barking Abbey Comprehensive Lower School,School/college/university,IG11 8UF,Barking and Dagenham,0.091853,51.546476,barking abbey comprehensive lower school
108632,Dinner Box,Takeaway/sandwich shop,RM8 2AR,Barking and Dagenham,0.110629,51.551418,dinner box
108791,Balti Cottage,Restaurant/Cafe/Canteen,RM9 6UR,Barking and Dagenham,0.146885,51.532253,balti cottage
108813,Bayleaf,Takeaway/sandwich shop,RM8 2AJ,Barking and Dagenham,0.115259,51.551406,bayleaf
109200,Park View Nursing Home,Caring Premises,RM10 9HW,Barking and Dagenham,0.152291,51.535589,park view nursing home
109693,Londis,Retailers - other,IG11 7UQ,Barking and Dagenham,0.09143,51.53223,londis
109794,News Food & Wine,Retailers - other,IG11 7UQ,Barking and Dagenham,0.09143,51.53223,news food and wine
110217,Vue Cinema,Restaurant/Cafe/Canteen,RM9 6UQ,Barking and Dagenham,0.135769,51.532573,vue cinema
110313,Northbury Junior School,School/college/university,IG11 8JA,Barking and Dagenham,0.07525,51.541375,northbury junior school
110396,Thatched House,Pub/bar/nightclub,IG11 9PG,Barking and Dagenham,0.105558,51.533425,thatched house
110565,Co-op Welcome,Retailers - supermarkets/hypermarkets,RM9 4ND,Barking and Dagenham,0.113899,51.541359,co op welcome
110607,Greggs,Retailers - other,RM9 4SH,Barking and Dagenham,0.12701,51.538928,greggs
110744,Favorite Chicken & Ribs,Takeaway/sandwich shop,RM7 0TJ,Barking and Dagenham,0.175648,51.564547,favorite chicken and ribs
111640,Judiya Enterprises Ltd,Retailers - other,IG11 8EA,Barking and Dagenham,0.081616,51.539293,judiya enterprises ltd
111876,Yagmur London Ltd,Retailers - other,RM9 4AL,Barking and Dagenham,0.126236,51.541505,yagmur london ltd
111891,Mecca Bingo Club,Pub/bar/nightclub,RM9 6UQ,Barking and Dagenham,0.135769,51.532573,mecca bingo club
111961,Aldi Stores Limited,Retailers - supermarkets/hypermarkets,RM9 6SJ,Barking and Dagenham,0.145424,51.530616,aldi stores limited
112077,Eastern Paradise,Restaurant/Cafe/Canteen,IG11 9RS,Barking and Dagenham,0.094299,51.535362,eastern paradise
112453,Viv's Snacks,Takeaway/sandwich shop,RM7 0SS,Barking and Dagenham,0.177623003721237,51.5534057617188,viv s snacks
113050,ARP Chicken & Pizza Ltd,Takeaway/sandwich shop,IG11 7PR,Barking and Dagenham,0.085834,51.534083,arp chicken and pizza ltd
113213,The Chinese Gourmet Ltd,Takeaway/sandwich shop,RM8 1XU,Barking and Dagenham,0.120558,51.562992,the chinese gourmet ltd
114042,Eastbury Community School,School/college/university,IG11 9UW,Barking and Dagenham,0.090227,51.542484,eastbury community school
114265,Barking Abbey Comprehensive Upper School,School/college/university,IG11 9AS,Barking and Dagenham,0.10567,51.547739,barking abbey comprehensive upper school
114270,Manor Infants School,School/college/university,IG11 9AG,Barking and Dagenham,0.102483,51.543678,manor infants school
114388,Take a Break,Restaurant/Cafe/Canteen,RM10 7YX,Barking and Dagenham,0.15478,51.551047,take a break
114568,Greggs,Takeaway/sandwich shop,RM8 1YT,Barking and Dagenham,0.123053,51.562039,greggs
114818,Big Breakfast Cafe,Restaurant/Cafe/Canteen,RM8 2NT,Barking and Dagenham,0.129532,51.551553,big breakfast cafe
115262,Harmony House,School/college/university,RM9 6XN,Barking and Dagenham,0.136702,51.533113,harmony house
115515,Favorite Chicken & Ribs,Takeaway/sandwich shop,IG11 8UW,Barking and Dagenham,0.094549,51.545834,favorite chicken and ribs
115956,7 TILL 11,Retailers - other,RM8 3UB,Barking and Dagenham,0.129392,51.558435,7 till 11
116207,Hong Kong House,Takeaway/sandwich shop,RM9 4SH,Barking and Dagenham,0.12701,51.538928,hong kong house
116236,Learoyds Ltd (Trading as Nisa Local),Retailers - other,RM9 4SH,Barking and Dagenham,0.12701,51.538928,learoyds ltd trading as nisa local
116423,Richard Alibon Primary School,School/college/university,RM10 8DF,Barking and Dagenham,0.150834,51.547513,richard alibon primary school
116496,Beadles Parade Fish & Chips,Takeaway/sandwich shop,RM10 8YL,Barking and Dagenham,0.165924,51.542712,beadles parade fish and chips
116947,Steves Mini Market Ltd,Retailers - other,RM8 3UL,Barking and Dagenham,0.130686,51.558969,steves mini market ltd
116951,Paul's Fish Bar,Takeaway/sandwich shop,RM8 3UA,Barking and Dagenham,0.130771,51.558626,paul s fish bar
117016,Royal British Legion Club,Pub/bar/nightclub,RM8 3JP,Barking and Dagenham,0.136613,51.559221,royal british legion club
117075,Heath Pie Shop,Retailers - other,RM8 3HD,Barking and Dagenham,0.146705,51.559981,heath pie shop
117154,Golden Fish,Takeaway/sandwich shop,RM8 3HH,Barking and Dagenham,0.146297,51.560213,golden fish
117258,Furze Infant School,School/college/university,RM6 6ES,Barking and Dagenham,0.140732,51.571358,furze infant school
117282,B & C Newsagents,Retailers - other,RM8 3YJ,Barking and Dagenham,0.12649,51.554369,b and c newsagents
117316,Valence Primary School,School/college/university,RM8 3AR,Barking and Dagenham,0.132292,51.558436,valence primary school
117365,Premier Inn,Restaurant/Cafe/Canteen,IG11 7BA,Barking and Dagenham,0.071487,51.534391,premier inn
117447,Super Pound Saver,Retailers - other,RM9 4TP,Barking and Dagenham,0.127901,51.539793,super pound saver
117687,Millennium Cafe,Restaurant/Cafe/Canteen,RM8 1BJ,Barking and Dagenham,0.147331,51.56255,millennium cafe
117825,Wards Shellfish,Retailers - other,RM8 2HF,Barking and Dagenham,0.112595,51.541841,wards shellfish
117849,Favorite Chicken & Ribs,Takeaway/sandwich shop,RM9 4SH,Barking and Dagenham,0.1266737,51.5388983,favorite chicken and ribs
117868,Poppins Restaurant.,Restaurant/Cafe/Canteen,IG11 8EN,Barking and Dagenham,0.078877,51.537722,poppins restaurant
118399,Elm Fish Bar,Takeaway/sandwich shop,RM10 9RL,Barking and Dagenham,0.153794,51.53995,elm fish bar
118491,Dagenham Food Centre,Retailers - other,RM10 9RR,Barking and Dagenham,0.156728,51.540076,dagenham food centre
118770,Krishna's Village Store,Retailers - other,RM10 9UR,Barking and Dagenham,0.160678,51.539751,krishna s village store
119240,St Josephs Roman Catholic Primary School,School/college/university,RM9 5UL,Barking and Dagenham,0.143894,51.552379,st josephs roman catholic primary school
119302,George Brooker Care Society,Caring Premises,RM9 6LH,Barking and Dagenham,0.144287,51.538029,george brooker care society
119318,Cooperative,Retailers - supermarkets/hypermarkets,RM7 0TJ,Barking and Dagenham,0.175648,51.564547,cooperative
119466,Rush Green Primary School,School/college/university,RM7 0RL,Barking and Dagenham,0.176705,51.563133,rush green primary school
119539,Barking and Dagenham College,School/college/university,RM7 0XU,Barking and Dagenham,0.174465,51.560324,barking and dagenham college
119628,Essex Food & Wine,Retailers - other,RM10 7UB,Barking and Dagenham,0.162132,51.552171,essex food and wine
119681,Brook Pie & Mash,Restaurant/Cafe/Canteen,RM10 7UP,Barking and Dagenham,0.164409,51.552425,brook pie and mash
119722,Eastbrook Comprehensive School,School/college/university,RM10 7UR,Barking and Dagenham,0.163686,51.551486,eastbrook comprehensive school
119777,McDonald's,Restaurant/Cafe/Canteen,RM6 5QT,Barking and Dagenham,0.14259,51.59091,mcdonald s
120045,Godwin Primary School,School/college/university,RM9 6JH,Barking and Dagenham,0.138974,51.537883,godwin primary school
120140,Village Infant School,School/college/university,RM10 9JS,Barking and Dagenham,,,village infant school
120489,C Stores,Retailers - other,IG11 0PZ,Barking and Dagenham,0.113379,51.52796,c stores
120534,William Bellamy Primary School,School/college/university,RM10 7HX,Barking and Dagenham,0.154313,51.559176,william bellamy primary school
120547,William Bellamy Primary School Infant Kitchen,School/college/university,RM10 7EX,Barking and Dagenham,0.157806,51.55707,william bellamy primary school infant kitchen
120828,Good Friend,Takeaway/sandwich shop,RM9 6UX,Barking and Dagenham,0.146155,51.532068,good friend
121024,St Peters Roman Catholic Prima,School/college/university,RM9 6UU,Barking and Dagenham,0.144388,51.531903,st peters roman catholic prima
121345,New China Gold,Takeaway/sandwich shop,RM8 1DJ,Barking and Dagenham,0.140758,51.561457,new china gold
121405,K.F.C.,Takeaway/sandwich shop,RM9 6SJ,Barking and Dagenham,0.145621,51.5305766,k f c
121460,Matapan,Pub/bar/nightclub,RM8 1DJ,Barking and Dagenham,0.1415777,51.5613047,matapan
122111,Ho Ho Chinese Takeaway - Snack Star,Takeaway/sandwich shop,RM10 8QS,Barking and Dagenham,0.14813,51.541852,ho ho chinese takeaway snack star
122136,Tandoori Hut,Takeaway/sandwich shop,RM6 5NR,Barking and Dagenham,0.135302,51.58482,tandoori hut
122262,Iceland,Retailers - supermarkets/hypermarkets,RM8 1BJ,Barking and Dagenham,0.147331,51.56255,iceland
122385,Snack Bar,Restaurant/Cafe/Canteen,RM9 5AW,Barking and Dagenham,0.147668,51.541222,snack bar
122391,Iceland,Retailers - supermarkets/hypermarkets,RM10 9NT,Barking and Dagenham,0.148449,51.537917,iceland
122556,Trinity School,School/college/university,RM10 7SJ,Barking and Dagenham,0.147519,51.552466,trinity school
122886,Nando's Chickenland Ltd,Restaurant/Cafe/Canteen,IG11 8RR,Barking and Dagenham,0.082424,51.539935,nando s chickenland ltd
122900,Abbey Kebab & Pizza,Takeaway/sandwich shop,RM8 2XT,Barking and Dagenham,0.128666,51.55093,abbey kebab and pizza
123195,Domino's Pizza,Takeaway/sandwich shop,IG11 8RU,Barking and Dagenham,0.0821259990334511,51.5397148132324,domino s pizza
123372,Bon Appetit,Restaurant/Cafe/Canteen,RM6 6PB,Barking and Dagenham,0.133554,51.571543,bon appetit
123614,Domino's Pizza,Takeaway/sandwich shop,RM6 6NL,Barking and Dagenham,0.137957,51.572191,domino s pizza
124152,Sainsbury's,Retailers - supermarkets/hypermarkets,RM6 6PB,Barking and Dagenham,0.133554,51.571543,sainsbury s
124159,Tollgate Tavern Public House,Pub/bar/nightclub,RM6 6QT,Barking and Dagenham,0.141305,51.572499,tollgate tavern public house
124864,Southwood Primary School,School/college/university,RM9 5LT,Barking and Dagenham,0.13389,51.551591,southwood primary school
124883,Rose Lane Infant School,School/college/university,RM6 5LL,Barking and Dagenham,0.137012,51.584645,rose lane infant school
124895,Leys Primary School,School/college/university,RM10 9YR,Barking and Dagenham,0.16866,51.535962,leys primary school
125172,Asda,Retailers - supermarkets/hypermarkets,RM9 6SJ,Barking and Dagenham,0.145621,51.5305766,asda
125488,Marsh Green Primary School,School/college/university,RM10 9NJ,Barking and Dagenham,,,marsh green primary school
125617,New Year Chinese,Takeaway/sandwich shop,RM8 2UB,Barking and Dagenham,0.1149836,51.5520772,new year chinese
125718,Barney Bear Nursery,Caring Premises,IG11 9LP,Barking and Dagenham,0.09489,51.54384,barney bear nursery
125867,Lotus House,Takeaway/sandwich shop,RM10 7YA,Barking and Dagenham,0.153637,51.55159,lotus house
125967,Queens Fish & Kebab Bar,Takeaway/sandwich shop,RM10 7YA,Barking and Dagenham,0.153637,51.55159,queens fish and kebab bar
126144,Sydney Russell Comprehensive School 1st Kitchen,School/college/university,RM9 5QT,Barking and Dagenham,0.13312,51.548385,sydney russell comprehensive school 1st kitchen
126214,DAGENHAM FIRE STATION,Restaurant/Cafe/Canteen,RM10 7ES,Barking and Dagenham,0.156767,51.559517,dagenham fire station
126487,Ma Bakers,Retailers - other,RM10 8YS,Barking and Dagenham,0.165833,51.540807,ma bakers
127393,Hunters Hall Primary School,School/college/university,RM10 8DF,Barking and Dagenham,0.150834,51.547513,hunters hall primary school
127497,Marks Gate Junior School,School/college/university,RM6 5NJ,Barking and Dagenham,0.135975,51.585321,marks gate junior school
127510,Fu Min,Takeaway/sandwich shop,RM9 5SL,Barking and Dagenham,0.131881,51.551807,fu min
127551,Dagenham Conservative & Social Club,Pub/bar/nightclub,RM10 8TT,Barking and Dagenham,0.159424,51.540071,dagenham conservative and social club
127579,Dagenham Park Church of England School,School/college/university,RM10 9QH,Barking and Dagenham,0.153977,51.534965,dagenham park church of england school
127598,Londis,Retailers - other,IG11 8EB,Barking and Dagenham,0.080525,51.539087,londis
127604,Bennets Castle General Store,Retailers - other,RM8 3XP,Barking and Dagenham,0.125839,51.554327,bennets castle general store
127728,Hasi Restaurant,Restaurant/Cafe/Canteen,IG11 8TB,Barking and Dagenham,0.084452,51.541715,hasi restaurant
127748,Samosa King,Takeaway/sandwich shop,RM6 6YU,Barking and Dagenham,0.135516,51.579223,samosa king
127771,Hollybrook House,Caring Premises,IG11 9UJ,Barking and Dagenham,0.089076,51.542226,hollybrook house
127823,Tesco,Retailers - supermarkets/hypermarkets,IG11 9PG,Barking and Dagenham,0.105570003390312,51.5334129333496,tesco
127855,Uncle Johns Kebab & Pizza House,Takeaway/sandwich shop,RM10 7LU,Barking and Dagenham,0.151327,51.55674,uncle johns kebab and pizza house
127963,Ali's Plaice,Takeaway/sandwich shop,RM10 9XB,Barking and Dagenham,0.158103,51.539889,ali s plaice
127972,Costcutter,Retailers - other,RM6 6PU,Barking and Dagenham,0.1305807,51.5709948,costcutter
128062,Pietros,Restaurant/Cafe/Canteen,RM10 9RR,Barking and Dagenham,0.156728,51.540076,pietros
128129,Munchies,Takeaway/sandwich shop,IG11 7PG,Barking and Dagenham,0.081059,51.536569,munchies
128195,Costa,Restaurant/Cafe/Canteen,IG11 7BS,Barking and Dagenham,0.070767,51.536319,costa
128212,Food & Wine Dagenham Ltd,Retailers - other,RM9 5PA,Barking and Dagenham,0.147065,51.543131,food and wine dagenham ltd
128219,Heritage Daycare Nursery,Caring Premises,RM10 7YX,Barking and Dagenham,0.15478,51.551047,heritage daycare nursery
128224,Tesco,Retailers - supermarkets/hypermarkets,RM10 8QS,Barking and Dagenham,0.14813,51.541852,tesco
128265,Fresh & Exotic,Retailers - other,RM6 6NX,Barking and Dagenham,0.135093,51.571425,fresh and exotic
128266,Ford Road Childrens Centre,Caring Premises,RM10 9JS,Barking and Dagenham,0.152522,51.538651,ford road childrens centre
128269,Jawood Food,Retailers - other,RM9 5AQ,Barking and Dagenham,0.147453,51.542476,jawood food
128270,Kebabish Green lane Ltd,Takeaway/sandwich shop,RM8 1XU,Barking and Dagenham,0.1214532,51.5627786,kebabish green lane ltd
128329,Calvary Greatfields Nursery,Caring Premises,IG11 7TR,Barking and Dagenham,0.086878,51.530746,calvary greatfields nursery
128429,Vida & Sons Limited,Retailers - other,RM10 7XD,Barking and Dagenham,0.165059,51.546676,vida and sons limited
128439,Mississippi Chicken & Pizza,Takeaway/sandwich shop,RM10 7YA,Barking and Dagenham,0.153637,51.55159,mississippi chicken and pizza
128460,Abbey Children's Centre Day Nursery,Caring Premises,IG11 8JA,Barking and Dagenham,0.07525,51.541375,abbey children s centre day nursery
128461,Dixy Chicken,Takeaway/sandwich shop,IG11 8EA,Barking and Dagenham,0.081616,51.539293,dixy chicken
128473,Abbey Mini Market,Retailers - other,IG11 8TB,Barking and Dagenham,0.084452,51.541715,abbey mini market
128544,Superdrug,Retailers - other,IG11 8DN,Barking and Dagenham,0.080166,51.538167,superdrug
128556,Warren Junior School,School/college/university,RM6 6SB,Barking and Dagenham,0.14128,51.57687,warren junior school
128717,B G Convenience Store,Retailers - other,IG11 0NR,Barking and Dagenham,0.09819,51.529051,b g convenience store
128791,McDonald's Restaurants Ltd,Restaurant/Cafe/Canteen,RM8 1AT,Barking and Dagenham,0.144977,51.566505,mcdonald s restaurants ltd
128833,Barking Corner Supermarket,Retailers - other,IG11 7NY,Barking and Dagenham,0.082208,51.535838,barking corner supermarket
128986,Seahorse Fish & Chips Shop,Takeaway/sandwich shop,RM9 5SL,Barking and Dagenham,0.131881,51.551807,seahorse fish and chips shop
129020,Dagenham Convenience Store T/A Saxons Newsagent,Retailers - other,RM10 8AH,Barking and Dagenham,0.1654423,51.5429556,dagenham convenience store t a saxons newsagent
129022,Kallar Lodge,Caring Premises,RM6 5RU,Barking and Dagenham,0.128626,51.582513,kallar lodge
129116,Mali Restaurant,Restaurant/Cafe/Canteen,IG11 8SF,Barking and Dagenham,0.084551,51.541354,mali restaurant
129118,The Cherry Tree Ph,Pub/bar/nightclub,RM8 3LJ,Barking and Dagenham,0.13456,51.552649,the cherry tree ph
129135,Playaway Nursery (SRCC),Caring Premises,RM9 5QT,Barking and Dagenham,0.13312,51.548385,playaway nursery srcc
129169,Five Elms Primary School,School/college/university,RM9 5TB,Barking and Dagenham,0.14535,51.555105,five elms primary school
129186,Empire Chinese Take Away,Takeaway/sandwich shop,IG11 0QA,Barking and Dagenham,0.1138452,51.5271968,empire chinese take away
129189,Tesco,Retailers - supermarkets/hypermarkets,IG11 7PE,Barking and Dagenham,0.080047,51.537459,tesco
129199,Wm Morrisons Supermarkets Limited,Retailers - supermarkets/hypermarkets,RM10 7RA,Barking and Dagenham,0.148436,51.559382,wm morrisons supermarkets limited
129237,One Love Caribbean Restaurant,Restaurant/Cafe/Canteen,RM6 6LU,Barking and Dagenham,0.140266,51.5719608,one love caribbean restaurant
129300,Ford Dagenham Autotech - satellite to DDC,Restaurant/Cafe/Canteen,RM9 6SA,Barking and Dagenham,0.150448992848396,51.528678894043,ford dagenham autotech satellite to ddc
129311,Lidl UK GmbH,Retailers - supermarkets/hypermarkets,RM10 8QS,Barking and Dagenham,0.148129,51.541852,lidl uk gmbh
129400,Tulip Tree Tearoom,Restaurant/Cafe/Canteen,RM8 3HT,Barking and Dagenham,0.13403,51.558593,tulip tree tearoom
129411,Lituanica Barking,Retailers - other,IG11 8EW,Barking and Dagenham,,,lituanica barking
129460,Paprika Indian,Takeaway/sandwich shop,RM6 6PP,Barking and Dagenham,0.133509,51.571184,paprika indian
129534,KZ African Food and Drink Mart,Retailers - other,RM8 1YX,Barking and Dagenham,0.119985,51.562769,kz african food and drink mart
129649,Tasty African Restaurant,Restaurant/Cafe/Canteen,IG11 8TG,Barking and Dagenham,0.083845,51.541366,tasty african restaurant
129781,Chung Wah,Takeaway/sandwich shop,IG11 0NR,Barking and Dagenham,0.09819,51.529051,chung wah
129925,The Clay Oven,Takeaway/sandwich shop,RM8 1BB,Barking and Dagenham,0.146641,51.56384,the clay oven
130343,Da Food 4Living,Retailers - other,IG11 7PG,Barking and Dagenham,0.081059,51.536569,da food 4living
131138,Lord Denman PH,Pub/bar/nightclub,RM10 8QS,Barking and Dagenham,0.14813,51.541852,lord denman ph
131879,St Vincents Primary School,School/college/university,RM8 2JN,Barking and Dagenham,0.122577,51.559862,st vincents primary school
132125,The Junakee Tandoori,Takeaway/sandwich shop,IG11 8AA,Barking and Dagenham,0.078572,51.537997,the junakee tandoori
415521,Barking Service Station,Retailers - other,IG11 0TT,Barking and Dagenham,0.125469,51.531231,barking service station
415538,Barking Rugby Union Football Club,Pub/bar/nightclub,RM9 4TX,Barking and Dagenham,0.127357,51.53492,barking rugby union football club
415542,Euro Saveway Ltd,Retailers - other,RM8 2JA,Barking and Dagenham,0.113481,51.550701,euro saveway ltd
415544,Lodge Newsagents,Retailers - other,RM9 4QS,Barking and Dagenham,0.110777,51.534985,lodge newsagents
415547,Tom's Newsagent,Retailers - other,IG11 8AJ,Barking and Dagenham,0.077891,51.538243,tom s newsagent
415551,Dickens News,Retailers - other,RM8 1UU,Barking and Dagenham,0.122884,51.562447,dickens news
415553,Nuchem Pharmacy,Retailers - other,RM8 1YT,Barking and Dagenham,0.123053,51.562039,nuchem pharmacy
415554,Sandbern Pharmacy,Retailers - other,RM8 1UU,Barking and Dagenham,0.122884,51.562447,sandbern pharmacy
415555,Golf Kingdom,Retailers - other,RM6 6SB,Barking and Dagenham,0.14128,51.57687,golf kingdom
415556,Longbridge News,Retailers - other,RM8 2AR,Barking and Dagenham,0.110629,51.551418,longbridge news
415557,Alvin Rose Ltd,Retailers - other,RM8 2AJ,Barking and Dagenham,0.115259,51.551406,alvin rose ltd
415560,CEK News & Food,Retailers - other,RM10 9RL,Barking and Dagenham,0.153794,51.53995,cek news and food
415562,The Co-operative,Retailers - supermarkets/hypermarkets,IG11 8UW,Barking and Dagenham,0.094549,51.545834,the co operative
415563,Suma News,Retailers - other,IG11 9LS,Barking and Dagenham,0.10152,51.538416,suma news
415566,Britannia Pharmacy,Retailers - other,RM9 4ND,Barking and Dagenham,0.113899,51.541359,britannia pharmacy
415567,Newsmaster,Retailers - other,RM9 4ND,Barking and Dagenham,0.113899,51.541359,newsmaster
415571,Candy Stores,Retailers - other,RM10 9LH,Barking and Dagenham,0.152281,51.532936,candy stores
415575,Saints Liquor Store,Retailers - other,IG11 8RA,Barking and Dagenham,0.081218,51.542582,saints liquor store
415577,Mayors Dispensing Chemist,Retailers - other,IG11 7PR,Barking and Dagenham,0.085834,51.534083,mayors dispensing chemist
415583,Hoo Hing Ltd,Retailers - other,RM8 1RF,Barking and Dagenham,,,hoo hing ltd
415585,Keith Davis Cue Sports Club,Restaurant/Cafe/Canteen,RM9 4TP,Barking and Dagenham,0.127901,51.539793,keith davis cue sports club
415588,Kingsley Hall Church Centre,Other catering premises,RM9 5NB,Barking and Dagenham,0.131833,51.550783,kingsley hall church centre
415596,Den's,Retailers - other,IG11 8UW,Barking and Dagenham,0.094549,51.545834,den s
415603,Broadstreet Stores,Retailers - other,RM10 9HP,Barking and Dagenham,0.150838,51.536587,broadstreet stores
415605,Dagenham Trades Hall,Pub/bar/nightclub,RM10 8TD,Barking and Dagenham,0.157666,51.541003,dagenham trades hall
415609,Wellgate Community Farm,Retailers - other,RM5 2BH,Barking and Dagenham,0.147456,51.595516,wellgate community farm
415612,Eastbrook Super Shop,Retailers - other,RM10 7UP,Barking and Dagenham,0.164409,51.552425,eastbrook super shop
415617,Wilkinson Hardware Stores Ltd,Retailers - other,RM10 8RE,Barking and Dagenham,0.148732,51.540861,wilkinson hardware stores ltd
415620,Goresbrook Post Office,Retailers - other,RM9 6UX,Barking and Dagenham,0.146155,51.532068,goresbrook post office
415621,Waller Chemist,Retailers - other,RM9 5AQ,Barking and Dagenham,0.147453,51.542476,waller chemist
415622,Talati Chemist,Retailers - other,RM10 8QS,Barking and Dagenham,0.14813,51.541852,talati chemist
415635,Angel Mini Mart,Retailers - other,RM10 9LS,Barking and Dagenham,0.153941,51.529929,angel mini mart
415639,David Lewis Chemists,Retailers - other,RM8 2AQ,Barking and Dagenham,0.130016,51.551427,david lewis chemists
415642,Dagenham East Wines,Retailers - other,RM10 8AH,Barking and Dagenham,0.165359,51.542965,dagenham east wines
415643,Santa Brava Ltd,Retailers - other,RM10 8YS,Barking and Dagenham,0.165833,51.540807,santa brava ltd
415650,Quality Kidz Nurseries Ltd,Caring Premises,RM8 2RS,Barking and Dagenham,0.120551,51.551985,quality kidz nurseries ltd
415654,Gah Moon House Take Away,Takeaway/sandwich shop,RM10 9XA,Barking and Dagenham,0.159319,51.539372,gah moon house take away
415657,Kidzland Day Nursery,Caring Premises,RM10 7SD,Barking and Dagenham,0.147539,51.554732,kidzland day nursery
415658,Barking Community Hospital,Restaurant/Cafe/Canteen,IG11 9LX,Barking and Dagenham,0.098657,51.538881,barking community hospital
415660,Quality Kidz,Caring Premises,RM9 5LT,Barking and Dagenham,0.13389,51.551591,quality kidz
415662,Valence Pharmacy,Retailers - other,RM8 3UL,Barking and Dagenham,0.130686,51.558969,valence pharmacy
415664,Station News,Retailers - other,RM6 4BE,Barking and Dagenham,0.1306,51.570095,station news
415682,Lotus Convenience Store,Retailers - other,RM6 6YU,Barking and Dagenham,0.135516,51.579223,lotus convenience store
415688,Mastaa-Care Chemist,Retailers - other,RM8 1BJ,Barking and Dagenham,0.147331,51.56255,mastaa care chemist
415691,Newsbox,Retailers - other,RM8 1BB,Barking and Dagenham,0.146641,51.56384,newsbox
415693,Sahara Parkside Ltd,Restaurant/Cafe/Canteen,IG11 8TB,Barking and Dagenham,0.084452,51.541715,sahara parkside ltd
415700,Costcutter,Retailers - other,RM8 2NT,Barking and Dagenham,0.129532,51.551553,costcutter
415704,Norma's Newsagents,Retailers - other,RM8 3NT,Barking and Dagenham,0.147467,51.559616,norma s newsagents
415706,Shell Dagenham,Retailers - other,RM10 7RP,Barking and Dagenham,0.147932,51.558771,shell dagenham
415716,Chadwell Heath Nursery (Resurrection),Caring Premises,RM6 6QJ,Barking and Dagenham,0.13172,51.571207,chadwell heath nursery resurrection
415719,Oasis Banqueting Suite,Other catering premises,IG11 0HZ,Barking and Dagenham,0.104474,51.524622,oasis banqueting suite
415721,Post Office,Retailers - other,RM8 1BB,Barking and Dagenham,0.146641,51.56384,post office
415726,Shell Ripple Road,Retailers - other,IG11 9PG,Barking and Dagenham,0.105558,51.533425,shell ripple road
415728,Fresh London Limited,Retailers - other,RM10 9HP,Barking and Dagenham,0.150838,51.536587,fresh london limited
415735,Grace Nurseries Ltd T/A Elm Lane Day Nursery,Caring Premises,RM10 9UR,Barking and Dagenham,0.160678,51.539751,grace nurseries ltd t a elm lane day nursery
415744,Tesco,Retailers - supermarkets/hypermarkets,RM8 1XU,Barking and Dagenham,0.120558,51.562992,tesco
415752,Liquid Express,Retailers - other,RM9 6UX,Barking and Dagenham,0.146155,51.532068,liquid express
415768,Playaway Day Nursery BCC Ltd,Caring Premises,RM8 2QR,Barking and Dagenham,0.118019,51.555862,playaway day nursery bcc ltd
415774,Sam 99p,Retailers - other,IG11 8ER,Barking and Dagenham,0.077709,51.536781,sam 99p
